timestamp,packet_count,total_bytes
2025-07-24 20:45:00,1025,431570
2025-07-24 20:46:00,954,429736
2025-07-24 20:47:00,686,293840
2025-07-24 20:48:00,1172,548624
2025-07-24 20:49:00,837,383082
2025-07-24 20:50:00,1316,561240
2025-07-24 20:51:00,741,329206
2025-07-24 20:52:00,1077,496230
2025-07-24 20:53:00,1179,573369
2025-07-24 20:54:00,826,361352
2025-07-24 20:55:00,779,339446
2025-07-24 20:56:00,1265,555238
2025-07-24 20:57:00,543,209318
2025-07-24 20:58:00,1063,475374
2025-07-24 20:59:00,1149,518940
2025-07-24 21:00:00,1090,478934
2025-07-24 21:01:00,934,437024
2025-07-24 21:02:00,1044,465868
2025-07-24 21:03:00,1106,499832
2025-07-24 21:04:00,932,411792
2025-07-24 21:05:00,475,195826
2025-07-24 21:06:00,691,302994
2025-07-24 21:07:00,1196,634188
2025-07-24 21:08:00,1222,521879
2025-07-24 21:09:00,659,257994
2025-07-24 21:10:00,1224,654852
2025-07-24 21:11:00,1183,547846
2025-07-24 21:12:00,1068,492104
2025-07-24 21:13:00,1022,455700
2025-07-24 21:14:00,101876,94676158
2025-07-24 21:15:00,1250,564220
2025-07-24 21:16:00,900,399196
2025-07-24 21:17:00,984,443836
2025-07-24 21:18:00,922,427100
2025-07-24 21:19:00,1009,449762
2025-07-24 21:20:00,2478,1477912
2025-07-24 21:21:00,630,246836
2025-07-24 21:22:00,499,198490
2025-07-24 21:23:00,1191,608437
2025-07-24 21:24:00,862,390064
2025-07-24 21:25:00,664,281916
2025-07-24 21:26:00,895,384522
2025-07-24 21:27:00,839,379514
2025-07-24 21:28:00,889,386978
2025-07-24 21:29:00,944,330986
2025-07-24 21:30:00,799,238386
2025-07-24 21:31:00,2771,1092132
2025-07-24 21:32:00,1415,596194
2025-07-24 21:33:00,772,321336
2025-07-24 21:34:00,936,410788
2025-07-24 21:35:00,920,424668
2025-07-24 21:36:00,737,330002
2025-07-24 21:37:00,969,390194
2025-07-24 21:38:00,677,283577
2025-07-24 21:39:00,1215,570114
2025-07-24 21:40:00,971,419690
2025-07-24 21:41:00,653,277910
2025-07-24 21:42:00,567,230254
2025-07-24 21:43:00,1086,474868
2025-07-24 21:44:00,979,394292
2025-07-24 21:45:00,1128,502012
2025-07-24 21:46:00,828,353380
2025-07-24 21:47:00,852,372996
2025-07-24 21:48:00,977,442094
2025-07-24 21:49:00,835,353050
2025-07-24 21:50:00,606,232452
2025-07-24 21:51:00,18668,16460216
2025-07-24 21:52:00,886,397044
2025-07-24 21:53:00,930,456519
2025-07-24 21:54:00,516,215668
2025-07-24 21:55:00,810,332644
2025-07-24 21:56:00,970,446452
2025-07-24 21:57:00,1431,900894
2025-07-24 21:58:00,1032,486772
2025-07-24 21:59:00,439,170084
2025-07-24 22:00:00,870,375664
2025-07-24 22:01:00,1153,515822
2025-07-24 22:02:00,987,418798
2025-07-24 22:03:00,682,294616
2025-07-24 22:04:00,534,222412
2025-07-24 22:05:00,1004,462064
2025-07-24 22:06:00,655,285654
2025-07-24 22:07:00,1082,467004
2025-07-24 22:08:00,2018,1090623
2025-07-24 22:09:00,1014,457344
2025-07-24 22:10:00,958,417856
2025-07-24 22:11:00,1098,598108
2025-07-24 22:12:00,1309,572230
2025-07-24 22:13:00,1055,466786
2025-07-24 22:14:00,913,379720
2025-07-24 22:15:00,494,212292
2025-07-24 22:16:00,671,290674
2025-07-24 22:17:00,985,457926
2025-07-24 22:18:00,1147,515974
2025-07-24 22:19:00,967,457658
2025-07-24 22:20:00,1249,835882
2025-07-24 22:21:00,613,271426
2025-07-24 22:22:00,877,396394
2025-07-24 22:23:00,969,458945
2025-07-24 22:24:00,1145,518074
2025-07-24 22:25:00,875,389230
2025-07-24 22:26:00,580,246588
2025-07-24 22:27:00,1053,492866
2025-07-24 22:28:00,719,312934
2025-07-24 22:29:00,1030,429390
2025-07-24 22:30:00,994,411792
2025-07-24 22:31:00,1134,509808
2025-07-24 22:32:00,961,433010
2025-07-24 22:33:00,733,322378
2025-07-24 22:34:00,1314,604440
2025-07-24 22:35:00,880,388252
2025-07-24 22:36:00,978,436608
2025-07-24 22:37:00,1046,451668
2025-07-24 22:38:00,773,335845
2025-07-24 22:39:00,763,326858
2025-07-24 22:40:00,745,320934
2025-07-24 22:41:00,834,297776
2025-07-24 22:42:00,1402,613788
2025-07-24 22:43:00,907,404722
2025-07-24 22:44:00,1181,524864
2025-07-24 22:45:00,791,373254
2025-07-24 22:46:00,796,358176
2025-07-24 22:47:00,455,183618
2025-07-24 22:48:00,1001,455174
2025-07-24 22:49:00,638,265252
2025-07-24 22:50:00,1127,525106
2025-07-24 22:51:00,1213,545590
2025-07-24 22:52:00,483,191154
2025-07-24 22:53:00,918,423780
2025-07-24 22:54:00,736,312248
2025-07-24 22:55:00,1040,469044
2025-07-24 22:56:00,887,403470
2025-07-24 22:57:00,684,302628
2025-07-24 22:58:00,881,358802
2025-07-24 22:59:00,1196,523482
2025-07-24 23:00:00,1230,538432
2025-07-24 23:01:00,1076,473904
2025-07-24 23:02:00,792,351580
2025-07-24 23:03:00,687,308178
2025-07-24 23:04:00,985,443690
2025-07-24 23:05:00,1211,583434
2025-07-24 23:06:00,775,332522
2025-07-24 23:07:00,950,426256
2025-07-24 23:08:00,1279,674301
2025-07-24 23:09:00,868,407068
2025-07-24 23:10:00,908,404368
2025-07-24 23:11:00,1092,575480
2025-07-24 23:12:00,664,263152
2025-07-24 23:13:00,722,316968
2025-07-24 23:14:00,997,436658
2025-07-24 23:15:00,1000,470216
2025-07-24 23:16:00,633,257718
2025-07-24 23:17:00,1190,541236
2025-07-24 23:18:00,920,404640
2025-07-24 23:19:00,696,281720
2025-07-24 23:20:00,1668,1061688
2025-07-24 23:21:00,1115,567654
2025-07-24 23:22:00,754,334304
2025-07-24 23:23:00,802,324627
2025-07-24 23:24:00,839,370354
2025-07-24 23:25:00,848,374136
2025-07-24 23:26:00,897,413922
2025-07-24 23:27:00,829,370630
2025-07-24 23:28:00,900,390804
2025-07-24 23:29:00,955,398732
2025-07-24 23:30:00,1338,604716
2025-07-24 23:31:00,880,387948
2025-07-24 23:32:00,869,401382
2025-07-24 23:33:00,963,445086
2025-07-24 23:34:00,1195,502554
2025-07-24 23:35:00,864,354136
2025-07-24 23:36:00,697,285650
2025-07-24 23:37:00,806,363692
2025-07-24 23:38:00,605,248977
2025-07-24 23:39:00,582,252900
2025-07-24 23:40:00,1153,513150
2025-07-24 23:41:00,984,452324
2025-07-24 23:42:00,2370,1524420
2025-07-24 23:43:00,638,260912
2025-07-24 23:44:00,900,384222
2025-07-24 23:45:00,955,397254
2025-07-24 23:46:00,628,266856
2025-07-24 23:47:00,756,301808
2025-07-24 23:48:00,997,454789
2025-07-24 23:49:00,508,221436
2025-07-24 23:50:00,987,434838
2025-07-24 23:51:00,991,451118
2025-07-24 23:52:00,809,373162
2025-07-24 23:53:00,1021,469749
2025-07-24 23:54:00,1000,427684
2025-07-24 23:55:00,910,408128
2025-07-24 23:56:00,1332,606400
2025-07-24 23:57:00,812,362596
2025-07-24 23:58:00,637,240374
2025-07-24 23:59:00,688,296572
2025-07-25 00:00:00,1347,611134
2025-07-25 00:01:00,6103,5026154
2025-07-25 00:02:00,931,405942
2025-07-25 00:03:00,977,439938
2025-07-25 00:04:00,756,321424
2025-07-25 00:05:00,638,263236
2025-07-25 00:06:00,651,269782
2025-07-25 00:07:00,1071,462010
2025-07-25 00:08:00,1405,695821
2025-07-25 00:09:00,677,286046
2025-07-25 00:10:00,819,331206
2025-07-25 00:11:00,1246,686156
2025-07-25 00:12:00,666,297104
2025-07-25 00:13:00,1026,451472
2025-07-25 00:14:00,1615,986388
2025-07-25 00:15:00,1065,463222
2025-07-25 00:16:00,1008,463632
2025-07-25 00:17:00,977,463722
2025-07-25 00:18:00,849,393698
2025-07-25 00:19:00,1004,466216
2025-07-25 00:20:00,1383,893646
2025-07-25 00:21:00,1213,549526
2025-07-25 00:22:00,477,184530
2025-07-25 00:23:00,1189,487765
2025-07-25 00:24:00,732,290200
2025-07-25 00:25:00,854,378828
2025-07-25 00:26:00,804,331584
2025-07-25 00:27:00,864,389076
2025-07-25 00:28:00,1052,466236
2025-07-25 00:29:00,1024,463650
2025-07-25 00:30:00,1592,695896
2025-07-25 00:31:00,909,405666
2025-07-25 00:32:00,1093,475630
2025-07-25 00:33:00,976,434032
2025-07-25 00:34:00,1078,496148
2025-07-25 00:35:00,750,335548
2025-07-25 00:36:00,1283,581998
2025-07-25 00:37:00,1115,438606
2025-07-25 00:38:00,1298,566615
2025-07-25 00:39:00,827,373266
2025-07-25 00:40:00,1040,476372
2025-07-25 00:41:00,983,455350
2025-07-25 00:42:00,1218,547060
2025-07-25 00:43:00,816,361150
2025-07-25 00:44:00,793,327800
2025-07-25 00:45:00,1117,617842
2025-07-25 00:46:00,1074,500888
2025-07-25 00:47:00,979,457590
2025-07-25 00:48:00,1137,502062
2025-07-25 00:49:00,792,338832
2025-07-25 00:50:00,648,242108
2025-07-25 00:51:00,647,276962
2025-07-25 00:52:00,1111,444058
2025-07-25 00:53:00,736,286775
2025-07-25 00:54:00,585,228750
2025-07-25 00:55:00,934,405632
2025-07-25 00:56:00,529,221874
2025-07-25 00:57:00,866,399148
2025-07-25 00:58:00,748,316784
2025-07-25 00:59:00,1110,486330
2025-07-25 01:00:00,1255,568558
2025-07-25 01:01:00,1233,573014
2025-07-25 01:02:00,787,324586
2025-07-25 01:03:00,1102,506832
2025-07-25 01:04:00,1031,439474
2025-07-25 01:05:00,859,390378
2025-07-25 01:06:00,717,319126
2025-07-25 01:07:00,1192,530828
2025-07-25 01:08:00,1787,1039389
2025-07-25 01:09:00,1116,494724
2025-07-25 01:10:00,1075,463278
2025-07-25 01:11:00,1069,590594
2025-07-25 01:12:00,1474,785108
2025-07-25 01:13:00,959,425406
2025-07-25 01:14:00,1044,440210
2025-07-25 01:15:00,1175,552798
2025-07-25 01:16:00,800,345448
2025-07-25 01:17:00,423,167802
2025-07-25 01:18:00,897,418194
2025-07-25 01:19:00,990,430216
2025-07-25 01:20:00,1517,949342
2025-07-25 01:21:00,1236,581700
2025-07-25 01:22:00,992,448824
2025-07-25 01:23:00,659,272329
2025-07-25 01:24:00,915,420338
2025-07-25 01:25:00,1072,492420
2025-07-25 01:26:00,1066,484280
2025-07-25 01:27:00,1014,469076
2025-07-25 01:28:00,902,377164
2025-07-25 01:29:00,1513,697476
2025-07-25 01:30:00,1033,444526
2025-07-25 01:31:00,606,238356
2025-07-25 01:32:00,641,273678
2025-07-25 01:33:00,849,368994
2025-07-25 01:34:00,774,318212
2025-07-25 01:35:00,886,388528
2025-07-25 01:36:00,1126,508304
2025-07-25 01:37:00,1222,536772
2025-07-25 01:38:00,768,333071
2025-07-25 01:39:00,667,262478
2025-07-25 01:40:00,1131,512026
2025-07-25 01:41:00,810,350672
2025-07-25 01:42:00,1199,540238
2025-07-25 01:43:00,971,434134
2025-07-25 01:44:00,1240,552026
2025-07-25 01:45:00,1017,485590
2025-07-25 01:46:00,1000,454372
2025-07-25 01:47:00,1173,525902
2025-07-25 01:48:00,775,315310
2025-07-25 01:49:00,1113,487114
2025-07-25 01:50:00,1069,473558
2025-07-25 01:51:00,698,304508
2025-07-25 01:52:00,671,280790
2025-07-25 01:53:00,1009,443634
2025-07-25 01:54:00,960,420500
2025-07-25 01:55:00,853,387498
2025-07-25 01:56:00,848,385940
2025-07-25 01:57:00,988,456296
2025-07-25 01:58:00,891,400538
2025-07-25 01:59:00,845,341686
2025-07-25 02:00:00,1277,561670
2025-07-25 02:01:00,1007,454190
2025-07-25 02:02:00,953,430390
2025-07-25 02:03:00,737,340110
2025-07-25 02:04:00,800,343720
2025-07-25 02:05:00,1120,483744
2025-07-25 02:06:00,729,319278
2025-07-25 02:07:00,1011,461370
2025-07-25 02:08:00,1061,582162
2025-07-25 02:09:00,965,444906
2025-07-25 02:10:00,896,357316
2025-07-25 02:11:00,1131,627022
2025-07-25 02:12:00,1225,551230
2025-07-25 02:13:00,781,345166
2025-07-25 02:14:00,684,271434
2025-07-25 02:15:00,1024,496828
2025-07-25 02:16:00,1040,456020
2025-07-25 02:17:00,1025,456614
2025-07-25 02:18:00,986,463820
2025-07-25 02:19:00,636,267112
2025-07-25 02:20:00,1679,1073830
2025-07-25 02:21:00,1121,515354
2025-07-25 02:22:00,1025,455866
2025-07-25 02:23:00,1161,528909
2025-07-25 02:24:00,1033,460442
2025-07-25 02:25:00,662,285668
2025-07-25 02:26:00,857,394490
2025-07-25 02:27:00,1063,507422
2025-07-25 02:28:00,990,454340
2025-07-25 02:29:00,968,376030
2025-07-25 02:30:00,1222,545908
2025-07-25 02:31:00,1116,490296
2025-07-25 02:32:00,1265,627122
2025-07-25 02:33:00,1972,924016
2025-07-25 02:34:00,862,366640
2025-07-25 02:35:00,1075,453402
2025-07-25 02:36:00,1042,457452
2025-07-25 02:37:00,670,281376
2025-07-25 02:38:00,537,239398
2025-07-25 02:39:00,951,403070
2025-07-25 02:40:00,914,402952
2025-07-25 02:41:00,1089,492042
2025-07-25 02:42:00,676,272764
2025-07-25 02:43:00,868,390128
2025-07-25 02:44:00,912,376158
2025-07-25 02:45:00,873,372514
2025-07-25 02:46:00,754,315828
2025-07-25 02:47:00,673,294438
2025-07-25 02:48:00,618,251040
2025-07-25 02:49:00,815,374362
2025-07-25 02:50:00,940,435048
2025-07-25 02:51:00,1188,547556
2025-07-25 02:52:00,1115,536510
2025-07-25 02:53:00,873,419413
2025-07-25 02:54:00,954,424632
2025-07-25 02:55:00,998,468544
2025-07-25 02:56:00,1072,463588
2025-07-25 02:57:00,890,408036
2025-07-25 02:58:00,982,430532
2025-07-25 02:59:00,822,329074
2025-07-25 03:00:00,1247,568182
2025-07-25 03:01:00,1131,504218
2025-07-25 03:02:00,989,429934
2025-07-25 03:03:00,1027,466410
2025-07-25 03:04:00,856,355244
2025-07-25 03:05:00,820,355772
2025-07-25 03:06:00,618,261620
2025-07-25 03:07:00,1108,493460
2025-07-25 03:08:00,1111,588793
2025-07-25 03:09:00,1303,585162
2025-07-25 03:10:00,1006,435528
2025-07-25 03:11:00,1225,733102
2025-07-25 03:12:00,1131,491946
2025-07-25 03:13:00,994,467232
2025-07-25 03:14:00,881,356048
2025-07-25 03:15:00,804,312872
2025-07-25 03:16:00,993,446630
2025-07-25 03:17:00,696,316040
2025-07-25 03:18:00,1205,530110
2025-07-25 03:19:00,851,391390
2025-07-25 03:20:00,2367,1370878
2025-07-25 03:21:00,557,226102
2025-07-25 03:22:00,567,244090
2025-07-25 03:23:00,944,437539
2025-07-25 03:24:00,1223,550286
2025-07-25 03:25:00,627,254062
2025-07-25 03:26:00,1028,451640
2025-07-25 03:27:00,698,316636
2025-07-25 03:28:00,886,397052
2025-07-25 03:29:00,1041,450196
2025-07-25 03:30:00,1383,604414
2025-07-25 03:31:00,700,278964
2025-07-25 03:32:00,1353,609034
2025-07-25 03:33:00,959,432558
2025-07-25 03:34:00,1011,450390
2025-07-25 03:35:00,913,407514
2025-07-25 03:36:00,1090,475432
2025-07-25 03:37:00,976,428208
2025-07-25 03:38:00,1290,578731
2025-07-25 03:39:00,756,327788
2025-07-25 03:40:00,955,411470
2025-07-25 03:41:00,4691,3877810
2025-07-25 03:42:00,795,333962
2025-07-25 03:43:00,966,432212
2025-07-25 03:44:00,799,303304
2025-07-25 03:45:00,578,228448
2025-07-25 03:46:00,2683,1971374
2025-07-25 03:47:00,1512,794692
2025-07-25 03:48:00,870,393760
2025-07-25 03:49:00,575,245994
2025-07-25 03:50:00,1334,591800
2025-07-25 03:51:00,621,255118
2025-07-25 03:52:00,1016,465312
2025-07-25 03:53:00,1064,484840
2025-07-25 03:54:00,1152,517972
2025-07-25 03:55:00,872,386240
2025-07-25 03:56:00,1175,521386
2025-07-25 03:57:00,871,377370
2025-07-25 03:58:00,622,258996
2025-07-25 03:59:00,868,340646
2025-07-25 04:00:00,932,394832
2025-07-25 04:01:00,495,189038
2025-07-25 04:02:00,1261,559374
2025-07-25 04:03:00,751,324002
2025-07-25 04:04:00,1223,561962
2025-07-25 04:05:00,1200,505692
2025-07-25 04:06:00,1018,452620
2025-07-25 04:07:00,1029,471618
2025-07-25 04:08:00,1430,736951
2025-07-25 04:09:00,1149,481246
2025-07-25 04:10:00,945,408970
2025-07-25 04:11:00,1522,762576
2025-07-25 04:12:00,724,305740
2025-07-25 04:13:00,620,248380
2025-07-25 04:14:00,1871,1101620
2025-07-25 04:15:00,1064,454464
2025-07-25 04:16:00,709,294610
2025-07-25 04:17:00,1136,502076
2025-07-25 04:18:00,660,265952
2025-07-25 04:19:00,1139,507642
2025-07-25 04:20:00,1631,1019070
2025-07-25 04:21:00,970,445096
2025-07-25 04:22:00,918,350196
2025-07-25 04:23:00,567,236725
2025-07-25 04:24:00,1006,444732
2025-07-25 04:25:00,1180,506780
2025-07-25 04:26:00,1023,482826
2025-07-25 04:27:00,1023,500754
2025-07-25 04:28:00,929,393950
2025-07-25 04:29:00,944,429486
2025-07-25 04:30:00,1132,500592
2025-07-25 04:31:00,810,326660
2025-07-25 04:32:00,659,277106
2025-07-25 04:33:00,531,231634
2025-07-25 04:34:00,728,317000
2025-07-25 04:35:00,1047,478858
2025-07-25 04:36:00,1142,493464
2025-07-25 04:37:00,612,243308
2025-07-25 04:38:00,527,219301
2025-07-25 04:39:00,1287,517990
2025-07-25 04:40:00,1068,484444
2025-07-25 04:41:00,754,368152
2025-07-25 04:42:00,1041,483586
2025-07-25 04:43:00,523,209334
2025-07-25 04:44:00,941,412188
2025-07-25 04:45:00,721,302642
2025-07-25 04:46:00,2091,1350150
2025-07-25 04:47:00,1036,499600
2025-07-25 04:48:00,851,380070
2025-07-25 04:49:00,820,366472
2025-07-25 04:50:00,1115,514154
2025-07-25 04:51:00,776,298968
2025-07-25 04:52:00,885,409826
2025-07-25 04:53:00,925,417849
2025-07-25 04:54:00,983,442662
2025-07-25 04:55:00,717,307902
2025-07-25 04:56:00,508,206256
2025-07-25 04:57:00,900,397240
2025-07-25 04:58:00,1163,525550
2025-07-25 04:59:00,1007,455872
2025-07-25 05:00:00,1233,572322
2025-07-25 05:01:00,787,344322
2025-07-25 05:02:00,1121,500426
2025-07-25 05:03:00,754,292408
2025-07-25 05:04:00,1034,421608
2025-07-25 05:05:00,629,238426
2025-07-25 05:06:00,906,417356
2025-07-25 05:07:00,695,300618
2025-07-25 05:08:00,1842,904567
2025-07-25 05:09:00,1159,572530
2025-07-25 05:10:00,1528,773860
2025-07-25 05:11:00,978,547600
2025-07-25 05:12:00,914,426740
2025-07-25 05:13:00,1307,700850
2025-07-25 05:14:00,1367,542724
2025-07-25 05:15:00,743,306542
2025-07-25 05:16:00,1267,601754
2025-07-25 05:17:00,1007,479030
2025-07-25 05:18:00,744,328824
2025-07-25 05:19:00,983,439322
2025-07-25 05:20:00,1779,1109426
2025-07-25 05:21:00,931,451150
2025-07-25 05:22:00,1016,436080
2025-07-25 05:23:00,631,276269
2025-07-25 05:24:00,858,394196
2025-07-25 05:25:00,770,308964
2025-07-25 05:26:00,1075,498774
2025-07-25 05:27:00,866,413008
2025-07-25 05:28:00,1327,553670
2025-07-25 05:29:00,1236,513898
2025-07-25 05:30:00,827,344274
2025-07-25 05:31:00,1148,508316
2025-07-25 05:32:00,552,230056
2025-07-25 05:33:00,826,329268
2025-07-25 05:34:00,1118,491832
2025-07-25 05:35:00,1010,463420
2025-07-25 05:36:00,684,295124
2025-07-25 05:37:00,560,242580
2025-07-25 05:38:00,1067,484377
2025-07-25 05:39:00,1141,495486
2025-07-25 05:40:00,653,272022
2025-07-25 05:41:00,904,448200
2025-07-25 05:42:00,1039,490910
2025-07-25 05:43:00,891,397710
2025-07-25 05:44:00,644,242534
2025-07-25 05:45:00,667,278666
2025-07-25 05:46:00,610,249308
2025-07-25 05:47:00,844,388660
2025-07-25 05:48:00,1153,524966
2025-07-25 05:49:00,900,400108
2025-07-25 05:50:00,1412,608476
2025-07-25 05:51:00,1276,606756
2025-07-25 05:52:00,888,414160
2025-07-25 05:53:00,651,286925
2025-07-25 05:54:00,873,381762
2025-07-25 05:55:00,661,271870
2025-07-25 05:56:00,1019,460062
2025-07-25 05:57:00,1231,601894
2025-07-25 05:58:00,692,299164
2025-07-25 05:59:00,1013,414692
2025-07-25 06:00:00,1258,576964
2025-07-25 06:01:00,1242,578716
2025-07-25 06:02:00,954,439100
2025-07-25 06:03:00,784,364392
2025-07-25 06:04:00,584,250708
2025-07-25 06:05:00,645,252493
2025-07-25 06:06:00,1034,468303
2025-07-25 06:07:00,724,282055
2025-07-25 06:08:00,1476,773015
2025-07-25 06:09:00,1324,588608
2025-07-25 06:10:00,1142,510360
2025-07-25 06:11:00,1445,740122
2025-07-25 06:12:00,600,226940
2025-07-25 06:13:00,721,329006
2025-07-25 06:14:00,698,274478
2025-07-25 06:15:00,903,410742
2025-07-25 06:16:00,617,249434
2025-07-25 06:17:00,855,382494
2025-07-25 06:18:00,2920,1894592
2025-07-25 06:19:00,1030,405196
2025-07-25 06:20:00,1837,1167730
2025-07-25 06:21:00,1001,465490
2025-07-25 06:22:00,1021,451946
2025-07-25 06:23:00,842,387260
2025-07-25 06:24:00,1011,461306
2025-07-25 06:25:00,833,360962
2025-07-25 06:26:00,762,339400
2025-07-25 06:27:00,728,321280
2025-07-25 06:28:00,1164,498412
2025-07-25 06:29:00,922,414282
2025-07-25 06:30:00,1003,432922
2025-07-25 06:31:00,959,432566
2025-07-25 06:32:00,698,298492
2025-07-25 06:33:00,1009,449482
2025-07-25 06:34:00,920,396672
2025-07-25 06:35:00,1118,509960
